Controller and Auditor-General,Audit,8783,8783,Audit and Assurance Services,Audit and Assurance Services,Single,Departmental Output Expenses,Revenue Dependent,Core Government Services,80500,2019,Estimated Actual,A,This appropriation is limited to audit and related assurance services as required or authorised by statute.,78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,8783,8783,Audit and Assurance Services,Audit and Assurance Services,Single,Departmental Output Expenses,Revenue Dependent,Core Government Services,81617,2020,Main Estimates,A,This appropriation is limited to audit and related assurance services as required or authorised by statute.,78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,9363,9363,Remuneration of Auditor-General and Deputy Auditor-General,Remuneration of Auditor-General and Deputy Auditor-General,Single,Departmental Other Expenses,Permanent Legislative Authority,Core Government Services,950,2015,Actuals,A,This appropriation is limited to remuneration expenses for both the Auditor-General and the Deputy Auditor-General as authorised by clause 5 of the Third Schedule of the Public Audit Act 2001.,78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,9363,9363,Remuneration of Auditor-General and Deputy Auditor-General,Remuneration of Auditor-General and Deputy Auditor-General,Single,Departmental Other Expenses,Permanent Legislative Authority,Core Government Services,972,2016,Actuals,A,This appropriation is limited to remuneration expenses for both the Auditor-General and the Deputy Auditor-General as authorised by clause 5 of the Third Schedule of the Public Audit Act 2001.,78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,9363,9363,Remuneration of Auditor-General and Deputy Auditor-General,Remuneration of Auditor-General and Deputy Auditor-General,Single,Departmental Other Expenses,Permanent Legislative Authority,Core Government Services,1052,2017,Actuals,A,This appropriation is limited to remuneration expenses for both the Auditor-General and the Deputy Auditor-General as authorised by clause 5 of the Third Schedule of the Public Audit Act 2001.,78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,9363,9363,Remuneration of Auditor-General and Deputy Auditor-General,Remuneration of Auditor-General and Deputy Auditor-General,Single,Departmental Other Expenses,Permanent Legislative Authority,Core Government Services,739,2018,Actuals,A,This appropriation is limited to remuneration expenses for both the Auditor-General and the Deputy Auditor-General as authorised by clause 5 of the Third Schedule of the Public Audit Act 2001.,78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,9363,9363,Remuneration of Auditor-General and Deputy Auditor-General,Remuneration of Auditor-General and Deputy Auditor-General,Single,Departmental Other Expenses,Permanent Legislative Authority,Core Government Services,1064,2019,Estimated Actual,A,This appropriation is limited to remuneration expenses for both the Auditor-General and the Deputy Auditor-General as authorised by clause 5 of the Third Schedule of the Public Audit Act 2001.,78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,9363,9363,Remuneration of Auditor-General and Deputy Auditor-General,Remuneration of Auditor-General and Deputy Auditor-General,Single,Departmental Other Expenses,Permanent Legislative Authority,Core Government Services,1064,2020,Main Estimates,A,This appropriation is limited to remuneration expenses for both the Auditor-General and the Deputy Auditor-General as authorised by clause 5 of the Third Schedule of the Public Audit Act 2001.,78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,9202,9202,Controller and Auditor-General - Capital Expenditure,Controller and Auditor-General - Capital Expenditure,Single,Departmental Capital Expenditure,Permanent Legislative Authority,No Functional Classification,974,2015,Actuals,A,"This appropriation is limited to the purchase or development of assets by and for the use of the Controller and Auditor-General, as authorised by section 24(1) of the Public Finance Act 1989.",78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,9202,9202,Controller and Auditor-General - Capital Expenditure,Controller and Auditor-General - Capital Expenditure,Single,Departmental Capital Expenditure,Permanent Legislative Authority,No Functional Classification,1100,2016,Actuals,A,"This appropriation is limited to the purchase or development of assets by and for the use of the Controller and Auditor-General, as authorised by section 24(1) of the Public Finance Act 1989.",78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,9202,9202,Controller and Auditor-General - Capital Expenditure,Controller and Auditor-General - Capital Expenditure,Single,Departmental Capital Expenditure,Permanent Legislative Authority,No Functional Classification,1432,2017,Actuals,A,"This appropriation is limited to the purchase or development of assets by and for the use of the Controller and Auditor-General, as authorised by section 24(1) of the Public Finance Act 1989.",78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,9202,9202,Controller and Auditor-General - Capital Expenditure,Controller and Auditor-General - Capital Expenditure,Single,Departmental Capital Expenditure,Permanent Legislative Authority,No Functional Classification,968,2018,Actuals,A,"This appropriation is limited to the purchase or development of assets by and for the use of the Controller and Auditor-General, as authorised by section 24(1) of the Public Finance Act 1989.",78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,9202,9202,Controller and Auditor-General - Capital Expenditure,Controller and Auditor-General - Capital Expenditure,Single,Departmental Capital Expenditure,Permanent Legislative Authority,No Functional Classification,1388,2019,Estimated Actual,A,"This appropriation is limited to the purchase or development of assets by and for the use of the Controller and Auditor-General, as authorised by section 24(1) of the Public Finance Act 1989.",78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,9202,9202,Controller and Auditor-General - Capital Expenditure,Controller and Auditor-General - Capital Expenditure,Single,Departmental Capital Expenditure,Permanent Legislative Authority,No Functional Classification,1737,2020,Main Estimates,A,"This appropriation is limited to the purchase or development of assets by and for the use of the Controller and Auditor-General, as authorised by section 24(1) of the Public Finance Act 1989.",78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,11131,11066,Statutory Auditor Function,Supporting Accountability to Parliament,MCA,Departmental Output Expenses,,Core Government Services,3124,2015,Actuals,A,"This category is limited to reporting to Parliament and others as appropriate on matters arising from audits and inquiries, reporting to and advising select committees, and advising other agencies in New Zealand and abroad to support Parliament and governing bodies in holding their executives to account for the use of public resources.",78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,11134,11066,Statutory Auditor Function,Performance Audits and Inquiries,MCA,Departmental Output Expenses,,Core Government Services,5888,2015,Actuals,A,This category is limited to undertaking and reporting on performance audits and inquiries relating to public entities under the Public Audit Act 2001 and responding to requests for approvals in relation to pecuniary interest questions regulated by the Local Authorities (Members� Interests) Act 1968.,78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,11131,11066,Statutory Auditor Function,Supporting Accountability to Parliament,MCA,Departmental Output Expenses,,Core Government Services,3316,2016,Actuals,A,"This category is limited to reporting to Parliament and others as appropriate on matters arising from audits and inquiries, reporting to and advising select committees, and advising other agencies in New Zealand and abroad to support Parliament and governing bodies in holding their executives to account for the use of public resources.",78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,11134,11066,Statutory Auditor Function,Performance Audits and Inquiries,MCA,Departmental Output Expenses,,Core Government Services,6442,2016,Actuals,A,This category is limited to undertaking and reporting on performance audits and inquiries relating to public entities under the Public Audit Act 2001 and responding to requests for approvals in relation to pecuniary interest questions regulated by the Local Authorities (Members� Interests) Act 1968.,78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,11131,11066,Statutory Auditor Function,Supporting Accountability to Parliament,MCA,Departmental Output Expenses,,Core Government Services,3118,2017,Actuals,A,"This category is limited to reporting to Parliament and others as appropriate on matters arising from audits and inquiries, reporting to and advising select committees, and advising other agencies in New Zealand and abroad to support Parliament and governing bodies in holding their executives to account for the use of public resources.",78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,11134,11066,Statutory Auditor Function,Performance Audits and Inquiries,MCA,Departmental Output Expenses,,Core Government Services,6406,2017,Actuals,A,This category is limited to undertaking and reporting on performance audits and inquiries relating to public entities under the Public Audit Act 2001 and responding to requests for approvals in relation to pecuniary interest questions regulated by the Local Authorities (Members� Interests) Act 1968.,78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,11131,11066,Statutory Auditor Function,Supporting Accountability to Parliament,MCA,Departmental Output Expenses,,Core Government Services,3195,2018,Actuals,A,"This category is limited to reporting to Parliament and others as appropriate on matters arising from audits and inquiries, reporting to and advising select committees, and advising other agencies in New Zealand and abroad to support Parliament and governing bodies in holding their executives to account for the use of public resources.",78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,11134,11066,Statutory Auditor Function,Performance Audits and Inquiries,MCA,Departmental Output Expenses,,Core Government Services,6080,2018,Actuals,A,This category is limited to undertaking and reporting on performance audits and inquiries relating to public entities under the Public Audit Act 2001 and responding to requests for approvals in relation to pecuniary interest questions regulated by the Local Authorities (Members� Interests) Act 1968.,78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,11131,11066,Statutory Auditor Function,Supporting Accountability to Parliament,MCA,Departmental Output Expenses,,Core Government Services,3278,2019,Estimated Actual,A,"This category is limited to reporting to Parliament and others as appropriate on matters arising from audits and inquiries, reporting to and advising select committees, and advising other agencies in New Zealand and abroad to support Parliament and governing bodies in holding their executives to account for the use of public resources.",78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,11134,11066,Statutory Auditor Function,Performance Audits and Inquiries,MCA,Departmental Output Expenses,,Core Government Services,6576,2019,Estimated Actual,A,This category is limited to undertaking and reporting on performance audits and inquiries relating to public entities under the Public Audit Act 2001 and responding to requests for approvals in relation to pecuniary interest questions regulated by the Local Authorities (Members� Interests) Act 1968.,78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,11131,11066,Statutory Auditor Function,Supporting Accountability to Parliament,MCA,Departmental Output Expenses,,Core Government Services,4937,2020,Main Estimates,A,"This category is limited to reporting to Parliament and others as appropriate on matters arising from audits and inquiries, reporting to and advising select committees, and advising other agencies in New Zealand and abroad to support Parliament and governing bodies in holding their executives to account for the use of public resources.",78,Speaker of the House of Representatives
Controller and Auditor-General,Audit,11134,11066,Statutory Auditor Function,Performance Audits and Inquiries,MCA,Departmental Output Expenses,,Core Government Services,9939,2020,Main Estimates,A,This category is limited to undertaking and reporting on performance audits and inquiries relating to public entities under the Public Audit Act 2001 and responding to requests for approvals in relation to pecuniary interest questions regulated by the Local Authorities (Members� Interests) Act 1968.,78,Speaker of the House of Representatives
Department of Conservation,Conservation,7733,7733,Management of Natural Heritage,Management of Natural Heritage,Single,Departmental Output Expenses,,Environmental Protection,161241,2015,Actuals,A,"This appropriation is limited to maintaining, restoring and protecting ecosystems, habitats and species.",16,Minister of Conservation
Department of Conservation,Conservation,7733,7733,Management of Natural Heritage,Management of Natural Heritage,Single,Departmental Output Expenses,,Environmental Protection,181936,2016,Actuals,A,"This appropriation is limited to maintaining, restoring and protecting ecosystems, habitats and species.",16,Minister of Conservation
Department of Conservation,Conservation,7733,7733,Management of Natural Heritage,Management of Natural Heritage,Single,Departmental Output Expenses,,Environmental Protection,194190,2017,Actuals,A,"This appropriation is limited to maintaining, restoring and protecting ecosystems, habitats and species.",16,Minister of Conservation
Department of Conservation,Conservation,7733,7733,Management of Natural Heritage,Management of Natural Heritage,Single,Departmental Output Expenses,,Environmental Protection,178130,2018,Actuals,A,"This appropriation is limited to maintaining, restoring and protecting ecosystems, habitats and species.",16,Minister of Conservation
Department of Conservation,Conservation,7733,7733,Management of Natural Heritage,Management of Natural Heritage,Single,Departmental Output Expenses,,Environmental Protection,201205,2019,Estimated Actual,A,"This appropriation is limited to maintaining, restoring and protecting ecosystems, habitats and species.",16,Minister of Conservation
Department of Conservation,Conservation,7733,7733,Management of Natural Heritage,Management of Natural Heritage,Single,Departmental Output Expenses,,Environmental Protection,263742,2020,Main Estimates,A,"This appropriation is limited to maintaining, restoring and protecting ecosystems, habitats and species.",16,Minister of Conservation
Department of Conservation,Conservation,7734,7734,Management of Historic Heritage,Management of Historic Heritage,Single,Departmental Output Expenses,,Environmental Protection,6635,2015,Actuals,A,This appropriation is limited to the protection and conservation management of historic heritage.,16,Minister of Conservation
Department of Conservation,Conservation,7734,7734,Management of Historic Heritage,Management of Historic Heritage,Single,Departmental Output Expenses,,Environmental Protection,5584,2016,Actuals,A,This appropriation is limited to the protection and conservation management of historic heritage.,16,Minister of Conservation
Department of Conservation,Conservation,7734,7734,Management of Historic Heritage,Management of Historic Heritage,Single,Departmental Output Expenses,,Environmental Protection,5458,2017,Actuals,A,This appropriation is limited to the protection and conservation management of historic heritage.,16,Minister of Conservation
Department of Conservation,Conservation,7734,7734,Management of Historic Heritage,Management of Historic Heritage,Single,Departmental Output Expenses,,Environmental Protection,5472,2018,Actuals,A,This appropriation is limited to the protection and conservation management of historic heritage.,16,Minister of Conservation
Department of Conservation,Conservation,7734,7734,Management of Historic Heritage,Management of Historic Heritage,Single,Departmental Output Expenses,,Environmental Protection,7340,2019,Estimated Actual,A,This appropriation is limited to the protection and conservation management of historic heritage.,16,Minister of Conservation
Department of Conservation,Conservation,7734,7734,Management of Historic Heritage,Management of Historic Heritage,Single,Departmental Output Expenses,,Environmental Protection,5810,2020,Main Estimates,A,This appropriation is limited to the protection and conservation management of historic heritage.,16,Minister of Conservation
Department of Conservation,Conservation,7735,7735,Management of Recreational Opportunities,Management of Recreational Opportunities,Single,Departmental Output Expenses,,Environmental Protection,137428,2015,Actuals,A,"This appropriation is limited to recreational facilities and services, and the management of business concessions.",16,Minister of Conservation
Department of Conservation,Conservation,7735,7735,Management of Recreational Opportunities,Management of Recreational Opportunities,Single,Departmental Output Expenses,,Environmental Protection,143066,2016,Actuals,A,"This appropriation is limited to recreational facilities and services, and the management of business concessions.",16,Minister of Conservation
Department of Conservation,Conservation,7735,7735,Management of Recreational Opportunities,Management of Recreational Opportunities,Single,Departmental Output Expenses,,Environmental Protection,148410,2017,Actuals,A,"This appropriation is limited to recreational facilities and services, and the management of business concessions.",16,Minister of Conservation
Department of Conservation,Conservation,7735,7735,Management of Recreational Opportunities,Management of Recreational Opportunities,Single,Departmental Output Expenses,,Environmental Protection,155529,2018,Actuals,A,"This appropriation is limited to recreational facilities and services, and the management of business concessions.",16,Minister of Conservation
Department of Conservation,Conservation,7735,7735,Management of Recreational Opportunities,Management of Recreational Opportunities,Single,Departmental Output Expenses,,Environmental Protection,164775,2019,Estimated Actual,A,"This appropriation is limited to recreational facilities and services, and the management of business concessions.",16,Minister of Conservation
Department of Conservation,Conservation,7735,7735,Management of Recreational Opportunities,Management of Recreational Opportunities,Single,Departmental Output Expenses,,Environmental Protection,174492,2020,Main Estimates,A,"This appropriation is limited to recreational facilities and services, and the management of business concessions.",16,Minister of Conservation
Department of Conservation,Conservation,7736,7736,Conservation with the Community,Conservation with the Community,Single,Departmental Output Expenses,,Environmental Protection,29128,2015,Actuals,A,"This appropriation is limited to public awareness and educational services, and growing conservation through building partnerships with others, including iwi, councils, community groups, businesses, and individuals.",16,Minister of Conservation
Department of Conservation,Conservation,7736,7736,Conservation with the Community,Conservation with the Community,Single,Departmental Output Expenses,,Environmental Protection,29117,2016,Actuals,A,"This appropriation is limited to public awareness and educational services, and growing conservation through building partnerships with others, including iwi, councils, community groups, businesses, and individuals.",16,Minister of Conservation
Department of Conservation,Conservation,7736,7736,Conservation with the Community,Conservation with the Community,Single,Departmental Output Expenses,,Environmental Protection,29016,2017,Actuals,A,"This appropriation is limited to public awareness and educational services, and growing conservation through building partnerships with others, including iwi, councils, community groups, businesses, and individuals.",16,Minister of Conservation
Department of Conservation,Conservation,7736,7736,Conservation with the Community,Conservation with the Community,Single,Departmental Output Expenses,,Environmental Protection,33630,2018,Actuals,A,"This appropriation is limited to public awareness and educational services, and growing conservation through building partnerships with others, including iwi, councils, community groups, businesses, and individuals.",16,Minister of Conservation
Department of Conservation,Conservation,7736,7736,Conservation with the Community,Conservation with the Community,Single,Departmental Output Expenses,,Environmental Protection,40444,2019,Estimated Actual,A,"This appropriation is limited to public awareness and educational services, and growing conservation through building partnerships with others, including iwi, councils, community groups, businesses, and individuals.",16,Minister of Conservation
Department of Conservation,Conservation,7736,7736,Conservation with the Community,Conservation with the Community,Single,Departmental Output Expenses,,Environmental Protection,38653,2020,Main Estimates,A,"This appropriation is limited to public awareness and educational services, and growing conservation through building partnerships with others, including iwi, councils, community groups, businesses, and individuals.",16,Minister of Conservation
Department of Conservation,Conservation,8925,8925,Crown Contribution to Regional Pest Management,Crown Contribution to Regional Pest Management,Single,Departmental Output Expenses,,Environmental Protection,2269,2015,Actuals,A,This appropriation is limited to delivery of services to control weed and animal pests on lands administered by the Department of Conservation to meet statutory good neighbour obligations and negotiated outcomes of regional pest management plans.,16,Minister of Conservation
Department of Conservation,Conservation,8925,8925,Crown Contribution to Regional Pest Management,Crown Contribution to Regional Pest Management,Single,Departmental Output Expenses,,Environmental Protection,2831,2016,Actuals,A,This appropriation is limited to delivery of services to control weed and animal pests on lands administered by the Department of Conservation to meet statutory good neighbour obligations and negotiated outcomes of regional pest management plans.,16,Minister of Conservation
Department of Conservation,Conservation,8925,8925,Crown Contribution to Regional Pest Management,Crown Contribution to Regional Pest Management,Single,Departmental Output Expenses,,Environmental Protection,2887,2017,Actuals,A,This appropriation is limited to delivery of services to control weed and animal pests on lands administered by the Department of Conservation to meet statutory good neighbour obligations and negotiated outcomes of regional pest management plans.,16,Minister of Conservation
Department of Conservation,Conservation,8925,8925,Crown Contribution to Regional Pest Management,Crown Contribution to Regional Pest Management,Single,Departmental Output Expenses,,Environmental Protection,3054,2018,Actuals,A,This appropriation is limited to delivery of services to control weed and animal pests on lands administered by the Department of Conservation to meet statutory good neighbour obligations and negotiated outcomes of regional pest management plans.,16,Minister of Conservation
Department of Conservation,Conservation,8925,8925,Crown Contribution to Regional Pest Management,Crown Contribution to Regional Pest Management,Single,Departmental Output Expenses,,Environmental Protection,3241,2019,Estimated Actual,A,This appropriation is limited to delivery of services to control weed and animal pests on lands administered by the Department of Conservation to meet statutory good neighbour obligations and negotiated outcomes of regional pest management plans.,16,Minister of Conservation
Department of Conservation,Conservation,8925,8925,Crown Contribution to Regional Pest Management,Crown Contribution to Regional Pest Management,Single,Departmental Output Expenses,,Environmental Protection,3291,2020,Main Estimates,A,This appropriation is limited to delivery of services to control weed and animal pests on lands administered by the Department of Conservation to meet statutory good neighbour obligations and negotiated outcomes of regional pest management plans.,16,Minister of Conservation
Department of Conservation,Conservation,7849,7849,"Loss on Departmental Property, Plant and Equipment Transfers to Other Entities","Loss on Departmental Property, Plant and Equipment Transfers to Other Entities",Single,Departmental Other Expenses,,Environmental Protection,1425,2019,Estimated Actual,A,"This appropriation is limited to losses incurred on the transfer of Departmental property, plant and equipment to other entities.",16,Minister of Conservation
Department of Conservation,Conservation,138,138,Management Services - Natural and Historic Places,Management Services - Natural and Historic Places,Single,Non-Departmental Output Expenses,,Environmental Protection,1396,2015,Actuals,A,"This appropriation is limited to management services for properties with historical or natural significance, including maintenance work, access for the public and management advice on covenanted properties.",16,Minister of Conservation
Department of Conservation,Conservation,138,138,Management Services - Natural and Historic Places,Management Services - Natural and Historic Places,Single,Non-Departmental Output Expenses,,Environmental Protection,1876,2016,Actuals,A,"This appropriation is limited to management services for properties with historical or natural significance, including maintenance work, access for the public and management advice on covenanted properties.",16,Minister of Conservation
Department of Conservation,Conservation,138,138,Management Services - Natural and Historic Places,Management Services - Natural and Historic Places,Single,Non-Departmental Output Expenses,,Environmental Protection,1942,2017,Actuals,A,"This appropriation is limited to management services for properties with historical or natural significance, including maintenance work, access for the public and management advice on covenanted properties.",16,Minister of Conservation
Department of Conservation,Conservation,138,138,Management Services - Natural and Historic Places,Management Services - Natural and Historic Places,Single,Non-Departmental Output Expenses,,Environmental Protection,868,2018,Actuals,A,"This appropriation is limited to management services for properties with historical or natural significance, including maintenance work, access for the public and management advice on covenanted properties.",16,Minister of Conservation
Department of Conservation,Conservation,138,138,Management Services - Natural and Historic Places,Management Services - Natural and Historic Places,Single,Non-Departmental Output Expenses,,Environmental Protection,1166,2019,Estimated Actual,A,"This appropriation is limited to management services for properties with historical or natural significance, including maintenance work, access for the public and management advice on covenanted properties.",16,Minister of Conservation
Department of Conservation,Conservation,138,138,Management Services - Natural and Historic Places,Management Services - Natural and Historic Places,Single,Non-Departmental Output Expenses,,Environmental Protection,916,2020,Main Estimates,A,"This appropriation is limited to management services for properties with historical or natural significance, including maintenance work, access for the public and management advice on covenanted properties.",16,Minister of Conservation
Department of Conservation,Conservation,7738,7738,Community Conservation Funds,Community Conservation Funds,Single,Non-Departmental Output Expenses,,Environmental Protection,4388,2015,Actuals,A,"This appropriation is limited to grants: for community groups and private landowners to undertake work on public and private land; to provide private land managers with information and advice, or assistance with pest and weed control, fencing and other biodiversity management actions; and to support community biodiversity restoration initiatives.",16,Minister of Conservation
Department of Conservation,Conservation,7738,7738,Community Conservation Funds,Community Conservation Funds,Single,Non-Departmental Output Expenses,,Environmental Protection,1507,2016,Actuals,A,"This appropriation is limited to grants: for community groups and private landowners to undertake work on public and private land; to provide private land managers with information and advice, or assistance with pest and weed control, fencing and other biodiversity management actions; and to support community biodiversity restoration initiatives.",16,Minister of Conservation
Department of Conservation,Conservation,7738,7738,Community Conservation Funds,Community Conservation Funds,Single,Non-Departmental Output Expenses,,Environmental Protection,2605,2017,Actuals,A,"This appropriation is limited to grants: for community groups and private landowners to undertake work on public and private land; to provide private land managers with information and advice, or assistance with pest and weed control, fencing and other biodiversity management actions; and to support community biodiversity restoration initiatives.",16,Minister of Conservation
Department of Conservation,Conservation,7738,7738,Community Conservation Funds,Community Conservation Funds,Single,Non-Departmental Output Expenses,,Environmental Protection,4436,2018,Actuals,A,"This appropriation is limited to grants: for community groups and private landowners to undertake work on public and private land; to provide private land managers with information and advice, or assistance with pest and weed control, fencing and other biodiversity management actions; and to support community biodiversity restoration initiatives.",16,Minister of Conservation
Department of Conservation,Conservation,7738,7738,Community Conservation Funds,Community Conservation Funds,Single,Non-Departmental Output Expenses,,Environmental Protection,3645,2019,Estimated Actual,A,"This appropriation is limited to grants: for community groups and private landowners to undertake work on public and private land; to provide private land managers with information and advice, or assistance with pest and weed control, fencing and other biodiversity management actions; and to support community biodiversity restoration initiatives.",16,Minister of Conservation
Department of Conservation,Conservation,7738,7738,Community Conservation Funds,Community Conservation Funds,Single,Non-Departmental Output Expenses,,Environmental Protection,12037,2020,Main Estimates,A,"This appropriation is limited to grants: for community groups and private landowners to undertake work on public and private land; to provide private land managers with information and advice, or assistance with pest and weed control, fencing and other biodiversity management actions; and to support community biodiversity restoration initiatives.",16,Minister of Conservation
Department of Conservation,Conservation,7739,7739,Moutoa Gardens/Pakaitore,Moutoa Gardens/Pakaitore,Single,Non-Departmental Output Expenses,,Environmental Protection,23,2015,Actuals,A,This appropriation is limited to the ongoing management and maintenance of the Moutoa Gardens Reserve.,16,Minister of Conservation
Department of Conservation,Conservation,7739,7739,Moutoa Gardens/Pakaitore,Moutoa Gardens/Pakaitore,Single,Non-Departmental Output Expenses,,Environmental Protection,23,2016,Actuals,A,This appropriation is limited to the ongoing management and maintenance of the Moutoa Gardens Reserve.,16,Minister of Conservation
Department of Conservation,Conservation,7739,7739,Moutoa Gardens/Pakaitore,Moutoa Gardens/Pakaitore,Single,Non-Departmental Output Expenses,,Environmental Protection,23,2017,Actuals,A,This appropriation is limited to the ongoing management and maintenance of the Moutoa Gardens Reserve.,16,Minister of Conservation
Department of Conservation,Conservation,7739,7739,Moutoa Gardens/Pakaitore,Moutoa Gardens/Pakaitore,Single,Non-Departmental Output Expenses,,Environmental Protection,23,2018,Actuals,A,This appropriation is limited to the ongoing management and maintenance of the Moutoa Gardens Reserve.,16,Minister of Conservation
Department of Conservation,Conservation,7739,7739,Moutoa Gardens/Pakaitore,Moutoa Gardens/Pakaitore,Single,Non-Departmental Output Expenses,,Environmental Protection,23,2019,Estimated Actual,A,This appropriation is limited to the ongoing management and maintenance of the Moutoa Gardens Reserve.,16,Minister of Conservation
Department of Conservation,Conservation,7739,7739,Moutoa Gardens/Pakaitore,Moutoa Gardens/Pakaitore,Single,Non-Departmental Output Expenses,,Environmental Protection,23,2020,Main Estimates,A,This appropriation is limited to the ongoing management and maintenance of the Moutoa Gardens Reserve.,16,Minister of Conservation
Department of Conservation,Conservation,8888,8888,Stewart Island Infrastructure,Stewart Island Infrastructure,Single,Non-Departmental Output Expenses,,Environmental Protection,1,2016,Actuals,A,This appropriation is limited to assistance to the Southland District Council for additional community infrastructure arising from increased visitor numbers on Stewart Island.,16,Minister of Conservation
Department of Conservation,Conservation,8888,8888,Stewart Island Infrastructure,Stewart Island Infrastructure,Single,Non-Departmental Output Expenses,,Environmental Protection,29,2017,Actuals,A,This appropriation is limited to assistance to the Southland District Council for additional community infrastructure arising from increased visitor numbers on Stewart Island.,16,Minister of Conservation
Department of Conservation,Conservation,8888,8888,Stewart Island Infrastructure,Stewart Island Infrastructure,Single,Non-Departmental Output Expenses,,Environmental Protection,93,2018,Actuals,A,This appropriation is limited to assistance to the Southland District Council for additional community infrastructure arising from increased visitor numbers on Stewart Island.,16,Minister of Conservation
Department of Conservation,Conservation,8888,8888,Stewart Island Infrastructure,Stewart Island Infrastructure,Single,Non-Departmental Output Expenses,,Environmental Protection,292,2019,Estimated Actual,A,This appropriation is limited to assistance to the Southland District Council for additional community infrastructure arising from increased visitor numbers on Stewart Island.,16,Minister of Conservation
Department of Conservation,Conservation,11988,11988,Predator Free New Zealand,Predator Free New Zealand,Single,Non-Departmental Output Expenses,,Environmental Protection,165,2017,Actuals,M,This appropriation is limited to contributions towards activities aimed at controlling and eradicating mammalian pests in New Zealand by 2050.,16,Minister of Conservation
Department of Conservation,Conservation,11988,11988,Predator Free New Zealand,Predator Free New Zealand,Single,Non-Departmental Output Expenses,,Environmental Protection,4336,2018,Actuals,M,This appropriation is limited to contributions towards activities aimed at controlling and eradicating mammalian pests in New Zealand by 2050.,16,Minister of Conservation
